序号,名称,1_max,2_max,1_avg,2_avg,瓶颈距离,一维持续性景观的L1范数,一维持续性景观的L2范数 ,持续熵
19,中信特钢000708.SZ,2.433035319,0.542837693,0.667025307,0.287559491,1.216517659,7.957107609,2.917935671,1.343325559
20,美锦能源000723.SZ,1.517085212,0.218681208,1.259689149,0.139842848,0.758542606,8.825734272,2.404674943,1.297865545
21,京东方A000725.SZ,0.602627682,0,0.514674476,0,0.301313841,3.49857452,0.94876636,0.678473409
22,振华科技000733.SZ,0.211661973,0.04040031,0.083790118,0.04040031,0.105830986,0.852768574,0.286614281,0.869639902
23,中航西飞000768.SZ,2.916644116,0,0.891613227,0,1.458322058,13.60048342,4.117327923,1.237130712
24,广发证券000776.SZ,10000,0.310295609,2000.6284,0.172716422,5000,38569.46079,13483.99725,0.003567214
25,北新建材000786.SZ,0.27111072,0,0.100605565,0,0.13555536,0.465778631,0.234967211,0.882116212
26,一汽解放000800.SZ,3.457304739,0.195746391,1.942784414,0.10202267,1.728652369,18.22930365,5.145840348,1.019218476
27,五粮液000858.SZ,2.019755575,0.225689553,0.925343351,0.120187188,1.009877787,7.692700345,2.614216977,1.046688994
28,新希望000876.SZ,0.58194844,0.027854943,0.332170646,0.016746552,0.29097422,1.738374894,0.688610082,0.571195373
29,天山股份000877.SZ,0.663197435,0.074561029,0.646123165,0.074561029,0.331598717,3.488221478,1.036626405,0.866709029
13,云南白药000538.SZ,0,0,0,0,0,0,0,-1
13,云南白药000538.SZ,0,0,0,0,0,0,0,-1
13,云南白药000538.SZ,0.047152844,0,0.031295818,0,0.023576422,0.079501067,0.041330014,0.771044305
17,格力电器000651.SZ,0,0.001037774,0,0.001037774,0.000518887,0.004002638,0.001399334,0
17,格力电器000651.SZ,0,0,0,0,0,0,0,-1
17,格力电器000651.SZ,0,0,0,0,0,0,0,-1
17,格力电器000651.SZ,0,0,0,0,0,0,0,-1
17,格力电器000651.SZ,0,0,0,0,0,0,0,-1
17,格力电器000651.SZ,0,0,0,0,0,0,0,-1
17,格力电器000651.SZ,0.025701793,0,0.025701793,0,0.012850896,0.099130429,0.03465629,0
24,广发证券000776.SZ,7.103359877,0.588470365,2.091421167,0.588470365,3.551679938,27.78539521,9.402315252,1.059154673
22,振华科技000733.SZ,0.294833095,0,0.118365645,0,0.147416548,1.24830624,0.403591317,0.953747118
31,紫光股份000938.SZ,3.36126187,0.021993603,1.387105494,0.021993603,1.680630935,15.67435245,4.745038386,1.005820228
32,华东医药000963.SZ,3.908758229,0.077510122,1.879037602,0.077510122,1.954379114,26.31043302,6.751773218,1.287224865
33,浪潮信息000977.SZ,0.749702881,0,0.186973158,0,0.374851441,3.196370152,1.027886878,1.352199253
34,招商蛇口001979.SZ,4.603537443,0,2.607918885,0,2.301768722,24.72781126,6.93093538,1.509135522
35,新和成002001.SZ,0.691386573,0.007551401,0.540608326,0.007551401,0.345693286,3.46484206,1.007203305,0.690588121
36,华兰生物002007.SZ,0,0,0,0,0,0,0,-1
37,大族激光002008.SZ,1.001756402,0,0.635868854,0,0.500878201,5.644896946,1.547243384,1.30855779
38,分众传媒002027.SZ,0,0,0,0,0,0,0,-1
39,苏泊尔002032.SZ,0.158067593,0,0.092653482,0,0.079033796,0.627858532,0.213913971,0.417462654
40,紫光国微002049.SZ,3.510068827,0.660824965,0.973220673,0.561758559,1.755034413,8.111452862,3.628350134,0.985209107
41,三花智控002050.SZ,8.390206616,0.243148696,4.08059499,0.120289231,4.195103308,39.01482456,11.82284297,0.775023216
30,双汇发展000895.SZ,0.292021144,0,0.109184105,0,0.146010572,1.201640446,0.397336285,0.966228409
36,华兰生物002007.SZ,0.099816981,0,0.050584753,0,0.049908491,0.37890318,0.133396101,0.070963607
37,大族激光002008.SZ,1.001756402,0,0.635868854,0,0.500878201,5.644896946,1.547243384,1.30855779
38,分众传媒002027.SZ,0.107318096,0,0.107318096,0,0.053659048,0.41392011,0.144707691,0
42,华峰化学002064.SZ,0.390317859,0,0.150634037,0,0.195158929,2.030564492,0.577943335,1.178071869
43,国轩高科002074.SZ,7.160997443,9991.970324,2.679952862,3330.761199,4995.985162,38512.68241,13467.77057,0.007230265
44,韵达股份002120.SZ,2.359028831,0.18830134,0.968836028,0.18830134,1.179514415,11.57807754,3.387516677,1.650136038
45,TCL中环002129.SZ,1.538221537,0,0.697090451,0,0.769110769,6.133928759,2.083546726,0.760921297
46,宁波银行002142.SZ,0.204787726,0.186053666,0.117402198,0.120104783,0.102393863,0.780397778,0.250318255,1.832760111
47,中航光电002179.SZ,2.504472893,0,1.19858777,0,1.252236446,11.31438732,3.494535864,1.157487437
48,纳思达002180.SZ,2.262148339,0.237665899,1.195579184,0.150726241,1.131074169,7.888673125,2.915440887,0.594844564
49,金风科技002202.SZ,7.757430438,9991.286418,4.244842821,2854.944471,4995.643209,77014.31326,19044.0726,0.699796211
50,科大讯飞002230.SZ,1.316787153,0.391934559,0.377181627,0.211480719,0.658393577,4.26605645,1.582380476,0.973503663
51,大华股份002236.SZ,0.398644339,0,0.158538165,0,0.19932217,1.779672756,0.554339289,0.909691139
52,歌尔股份002241.SZ,5.029119425,0.196170642,1.319251404,0.112109045,2.514559713,17.09432757,6.305129388,1.010134073
53,上海莱士002252.SZ,0.209059918,0,0.091099215,0,0.104529959,1.275738312,0.338840554,1.392344002
54,东方雨虹002271.SZ,1.494483169,0,0.468309903,0,0.747241584,7.106228374,2.124784768,1.119497724
55,洋河股份002304.SZ,4.171844974,0,2.190521907,0,2.085922487,20.42735565,6.011491472,0.774971267
56,海大集团002311.SZ,3.47672944,0.20298358,1.452827434,0.158286366,1.73836472,9.670713626,3.833207167,1.440315552
57,顺丰控股002352.SZ,0,0,0,0,0,0,0,-1
58,北方华创002371.SZ,1.481294191,0.313008669,0.474645662,0.131342885,0.740647095,4.88631199,1.745732728,1.535975927
59,广联达002410.SZ,0.648497013,0.006281183,0.384701458,0.006281183,0.324248506,1.577842609,0.624715967,1.296403652
60,高德红外002414.SZ,0.113488566,0,0.04934532,0,0.056744283,0.456050426,0.153767461,0.69067618
61,海康威视002415.SZ,0.381138486,0.067906572,0.203899299,0.040366479,0.190569243,0.999155882,0.418518722,0.722231821
62,晶澳科技002459.SZ,1.3420026,0.031196633,0.819554348,0.031196633,0.6710013,5.423668747,1.819313391,0.557305346
63,赣锋锂业002460.SZ,1.394778153,0.153479881,0.485654525,0.120201725,0.697389077,4.67118913,1.697046449,1.33071103
64,天齐锂业002466.SZ,0.11394986,0.059524561,0.063612568,0.059524561,0.05697493,0.271871048,0.110619272,1.960486227
65,立讯精密002475.SZ,0.58067528,0.024678852,0.124133788,0.018737895,0.29033764,2.359771598,0.787355687,1.760347736
66,荣盛石化002493.SZ,0,0,0,0,0,0,0,-1
67,三七互娱002555.SZ,1.785137596,0.195970005,0.85800425,0.195970005,0.892568798,10.57709644,2.834088228,1.787499153
68,比亚迪002594.SZ,2.823012348,0.222297328,1.019960541,0.222297328,1.411506174,8.4898057,3.231207304,0.975484433
69,领益智造002600.SZ,0.133384417,0,0.070649418,0,0.066692209,0.514456505,0.179855512,0.215850129
70,龙佰集团002601.SZ,0.461292456,0.056615025,0.183967158,0.050250904,0.230646228,1.070243067,0.467988863,1.32883366
71,世纪华通002602.SZ,0.474933539,0.004811018,0.323835134,0.004811018,0.23746677,3.02277355,0.810174687,0.902343492
72,卫星化学002648.SZ,0.252780174,0.190396805,0.137487844,0.190396805,0.126390087,1.532028078,0.407920201,0.842290817
73,天赐材料002709.SZ,4.129520652,0,2.157561399,0,2.064760326,15.92733849,5.568244512,0.177401118
74,牧原股份002714.SZ,0.275155065,0,0.275155065,0,0.137577533,1.061258251,0.371019015,0
75,国信证券002736.SZ,0.49392931,0.001446172,0.240438921,0.001446172,0.246964655,1.680985228,0.601058435,0.7589336
76,永兴材料002756.SZ,1.471374073,0.10418087,0.713348367,0.102028214,0.735687037,6.920961029,2.128747825,1.101762919
77,恩捷股份002812.SZ,0.923914196,0,0.384956125,0,0.461957098,5.947629398,1.550045122,1.537040724
78,凯莱英002821.SZ,0.374273905,0,0.164663061,0,0.187136952,1.625678418,0.516860222,1.139413042
79,视源股份002841.SZ,0.071909464,0,0.071909464,0,0.035954732,0.277350927,0.096962702,0
80,深南电路002916.SZ,1.837905259,0.212040121,0.397867542,0.125513702,0.91895263,5.972618969,2.250479322,0.904719475
81,德赛西威002920.SZ,0.766140606,0.016987491,0.351384673,0.016987491,0.383070303,4.87826312,1.275499348,1.429140201
82,鹏鼎控股002938.SZ,2.874074909,0,0.798231258,0,1.437037455,11.84762488,3.909252527,0.833623544
83,中国广核003816.SZ,10000,0,2000.3311,0,5000,38569.46079,13483.99725,0.001750679
84,亿纬锂能300014.SZ,1.31084401,0.051784924,1.048247797,0.051784924,0.655422005,6.788688512,1.981190444,1.134977528
85,爱尔眼科300015.SZ,5.241935902,9993.625605,2.649846805,6662.404895,4996.812802,77047.38052,19050.7497,0.69552418
86,同花顺300033.SZ,2.812040956,0.122510507,1.390267626,0.064564947,1.406020478,12.94593829,3.967626921,1.455930312
87,东方财富300059.SZ,0.597699306,0,0.533502382,0,0.298849653,3.730596434,0.981873538,0.685889821
88,智飞生物300122.SZ,1.217556663,0,0.623040811,0,0.608778332,5.962052383,1.754506097,0.696407346
89,汇川技术300124.SZ,0.311105684,0,0.247775439,0,0.155552842,2.203456978,0.559050141,1.365594389
90,沃森生物300142.SZ,2.296035759,0.171673839,0.669768663,0.107984934,1.148017879,7.161329719,2.728719976,1.097305952
91,欣旺达300207.SZ,4.344211856,0.624542346,1.883148929,0.410282014,2.172105928,14.41801223,5.176773129,1.308576172
92,北京君正300223.SZ,7.130286589,0,2.163610571,0,3.565143294,27.56764388,9.61470654,0.656972705
93,阳光电源300274.SZ,0.897941167,0.043492751,0.386386617,0.043492751,0.448970583,4.983343597,1.383001454,1.460483781
94,晶盛机电300316.SZ,1.037957908,0,0.406367198,0,0.518978954,5.298033564,1.508790685,1.194022534
95,泰格医药300347.SZ,0.507130679,0.052407082,0.206842114,0.052407082,0.25356534,2.257301399,0.703558711,1.136803324
96,三环集团300408.SZ,0.878736236,0.067332994,0.282748396,0.067332994,0.439368118,2.309112228,0.938279493,1.156974616
97,芒果超媒300413.SZ,0.424015749,0,0.27106564,0,0.212007874,1.751432935,0.577268812,0.524202118
98,蓝思科技300433.SZ,0.241783353,0,0.131346955,0,0.120891677,1.157593801,0.342431841,0.89387266
99,先导智能300450.SZ,1.537471655,0,0.481627534,0,0.768735827,7.630135452,2.231586885,1.369486088
100,深信服300454.SZ,0.443369907,0.00059277,0.343092601,0.00059277,0.221684953,2.227215724,0.647785261,0.656196163
101,中科创达300496.SZ,0.469691812,0.039424452,0.144901339,0.039424452,0.234845906,2.197230923,0.663758017,1.276139064
102,温氏股份300498.SZ,3.249838202,1.140727061,1.458224746,0.655036574,1.624919101,11.70621795,3.957721171,1.377823893
103,健帆生物300529.SZ,1.553518226,0,1.45035449,0,0.776759113,10.52471651,2.696208166,0.690615304
104,欧普康视300595.SZ,0.361079216,0,0.361079216,0,0.180539608,1.392663067,0.486879116,0
105,康泰生物300601.SZ,1.519113201,0.095617227,0.7069446,0.083952079,0.7595566,3.705875306,1.602965461,0.9198206
106,亿联网络300628.SZ,1.720211731,0.062089805,0.590319351,0.062089805,0.860105866,7.395407682,2.366246459,1.239972256
107,圣邦股份300661.SZ,1.408407105,0.081234684,0.652913937,0.081234684,0.704203552,4.955107603,1.760964633,0.923881522
108,宁德时代300750.SZ,3.084166778,0.004844446,1.223426611,0.004844446,1.542083389,16.89075047,4.689678196,1.133698547
109,迈为股份300751.SZ,10000,0,2000.58436,0,5000,38569.46079,13483.99725,0.002964476
83,中国广核003816.SZ,10000,0,1666.985584,0,5000,38569.46079,13483.99725,0.002097353
85,爱尔眼科300015.SZ,4.969698703,1.22148539,1.743118497,0.487427162,2.484849351,16.52649676,6.028375751,1.178800928
109,迈为股份300751.SZ,10000,0,1428.967053,0,5000,38569.46079,13483.99725,0.003012675
110,康龙化成300759.SZ,1.064266238,0,0.436221632,0,0.532133119,4.922779409,1.497608015,0.986809425
111,迈瑞医疗300760.SZ,1.618377683,0.168809201,0.451489618,0.06416225,0.809188841,7.424204382,2.24164262,1.438739334
112,锦浪科技300763.SZ,1.15461912,0.243745416,0.764114876,0.243745416,0.57730956,5.224021048,1.620265405,1.182186851
113,德方纳米300769.SZ,3.520687579,0.302646696,1.326840459,0.302646696,1.76034379,13.4553323,4.52122586,0.96876741
114,卓胜微300782.SZ,0,0,0,0,0,0,0,-1
115,爱美客300896.SZ,5.38645571,0.559968335,1.937349437,0.319258348,2.693227855,19.19625145,6.472501003,1.708793606
116,中伟股份300919.SZ,0.751252498,0.225797971,0.294112488,0.225797971,0.375626249,2.789426225,0.936299761,1.85943144
117,金龙鱼300999.SZ,0,0,0,0,0,0,0,-1
118,浦发银行600000.SH,0.231696472,0.00580193,0.231696472,0.00580193,0.115848236,0.827000372,0.302666747,0.114809484
109,迈为股份300751.SZ,10000,0,1428.890773,0,5000,38569.46079,13483.99725,0.002485478
109,迈为股份300751.SZ,10000,0,1250.362036,0,5000,38569.46079,13483.99725,0.003143141
109,迈为股份300751.SZ,10000,0,2001.343752,0,5000,38569.46079,13483.99725,0.006265327
109,迈为股份300751.SZ,10000,0,1250.343786,0,5000,38569.46079,13483.99725,0.002892685
109,迈为股份300751.SZ,3.874342314,0.34788577,1.602721231,0.249495196,1.937171157,12.64445036,4.734237623,0.891699274
114,卓胜微300782.SZ,0.139425953,0,0.139425953,0,0.069712977,0.537758384,0.188001917,0
116,中伟股份300919.SZ,0.487471795,0,0.17355395,0,0.243735898,3.514636793,0.885322781,1.500530153
119,上海机场600009.SH,1.304256445,0.01599088,0.761933361,0.01599088,0.652128222,4.246572198,1.548138745,1.00774881
120,包钢股份600010.SH,8.031661298,1.754225955,2.433109308,0.622091006,4.015830649,31.92637331,10.51414228,1.530056833
121,华能国际600011.SH,1.37191879,0.067721622,1.37191879,0.037568634,0.685959395,4.320717416,1.671126462,0.340658424
7,申万宏源000166.SZ,8.09347464,9991.729466,4.25759842,9991.729466,4995.864733,38510.97929,13467.28428,0.007037811
7,申万宏源000166.SZ,8.422100442,9991.061623,3.007795165,9991.061623,4995.530812,38506.25692,13465.93602,0.007473204
7,申万宏源000166.SZ,10000,0,3333.578303,0,5000,38569.46079,13483.99725,0.000818914
7,申万宏源000166.SZ,7.507115542,0.977518806,3.891275776,0.749705717,3.753557771,25.8983757,9.547846993,0.674902498
41,三花智控002050.SZ,10000,0,5000.06767,0,5000,38569.46079,13483.99725,0.000165253
41,三花智控002050.SZ,10000,0,5000.357289,0,5000,38569.46079,13483.99725,0.000753572
41,三花智控002050.SZ,3.054370901,0.377772665,0.850589306,0.377772665,1.527185451,10.232805,3.698600631,1.34935679
116,中伟股份300919.SZ,0.677675605,0,0.308068457,0,0.338837802,3.323101474,0.977249604,1.609549269
122,华夏银行600015.SH,1.035114325,0.077277402,0.71490989,0.077277402,0.517557162,4.243351528,1.392680062,0.761229815
123,民生银行600016.SH,0.002235221,0,0.002235221,0,0.00111761,0.008621126,0.003013971,0
124,上港集团600018.SH,0.511004539,0,0.28104405,0,0.255502269,3.357891141,0.868331437,1.593751579
125,宝钢股份600019.SH,7.344175347,0.151300478,2.138642571,0.107546952,3.672087674,29.23761461,9.803582542,1.365585899
126,华能水电600025.SH,0.847781911,0.104035714,0.350163008,0.104035714,0.423890955,4.254536444,1.238275364,1.071654183
127,中国石化600028.SH,1.103433006,0,0.408379604,0,0.551716503,6.032238683,1.676340928,2.238858478
128,南方航空600029.SH,1.468429767,0.046006275,0.419961793,0.046006275,0.734214884,6.653471405,2.042592054,1.188970398
129,中信证券600030.SH,0.214989688,0,0.210878089,0,0.107494844,1.600260484,0.398883304,0.692957092
130,三一重工600031.SH,0,0,0,0,0,0,0,-1
131,招商银行600036.SH,0.327642,0,0.208090332,0,0.163821,1.656264655,0.479674532,1.008990251
132,四川路桥600039.SH,0.091849289,0,0.055354603,0,0.045924645,0.37009744,0.124528872,0.456449371
133,保利发展600048.SH,3.014688503,0,1.239504692,0,1.507344251,18.06677625,4.839918739,1.3489474
134,中国联通600050.SH,0,0,0,0,0,0,0,-1
135,国投资本600061.SH,0,0,0,0,0,0,0,-1
136,同仁堂600085.SH,0.542101076,0,0.542101076,0,0.271050538,2.090854618,0.730968941,0
137,特变电工600089.SH,0.785196739,0.044804157,0.251750623,0.044804157,0.392598369,1.924810286,0.826987886,1.127898451
138,上汽集团600104.SH,0.19456017,0,0.119804421,0,0.097280085,0.789102923,0.263889546,0.483323405
139,北方稀土600111.SH,0.845972405,0,0.255141595,0,0.422986202,3.840175087,1.182278659,1.253691437
140,中国东航600115.SH,1.58939762,0.085498168,0.83819027,0.085498168,0.79469881,10.49172002,2.7088703,1.407429109
141,重庆啤酒600132.SH,0.754916066,0.042312924,0.276580089,0.042312924,0.377458033,2.643259742,0.917729408,1.664847119
142,中国船舶600150.SH,2.010710671,0.132293285,0.977771684,0.132293285,1.005355335,8.461394198,2.748042989,0.969647888
143,中国巨石600176.SH,1.5657767,0,1.165137842,0,0.78288835,9.382401361,2.513614959,1.058949805
144,生益科技600183.SH,1.031299625,0,0.510409423,0,0.515649813,4.23916139,1.402845779,0.855812738
145,兖矿能源600188.SH,1.017892636,0.027362655,1.017892636,0.027362655,0.508946318,3.622071736,1.328809261,0.121194355
146,复星医药600196.SH,8.782825112,1.527703719,4.904740302,1.527703719,4.391412556,29.50339819,10.88028895,0.685353485
147,南山铝业600219.SH,3.924188506,0.602155939,1.246655199,0.407454699,1.962094253,16.53319268,5.160167477,1.288743195
148,圆通速递600233.SH,0.331079117,0,0.22494547,0,0.165539558,1.442744311,0.457828492,0.577291887
149,恒瑞医药600276.SH,0.057260727,0,0.057260727,0,0.028630364,0.220851538,0.077210349,0
150,万华化学600309.SH,1.544159208,0,0.697209832,0,0.772079604,8.382170446,2.337869352,1.311239167
151,白云山600332.SH,0.837595941,0.061297399,0.277538439,0.061297399,0.41879797,1.575871469,0.765579631,1.54754709
152,恒力石化600346.SH,0.587063969,0.105159828,0.587063969,0.105159828,0.293531984,1.772153344,0.694750289,0.426018131
153,江西铜业600362.SH,1.579290576,0,0.42632451,0,0.789645288,6.925266994,2.17995813,1.04975595
154,金地集团600383.SH,1.984700929,0,0.564535384,0,0.992350464,9.756250623,2.865745928,1.009205109
155,国电南瑞600406.SH,5.341844931,0,1.506712316,0,2.670922466,20.67658772,7.203316004,0.463566536
156,华鲁恒升600426.SH,0.360269014,0.042815426,0.187132662,0.037254902,0.180134507,0.224970106,0.144253578,1.754977752
157,片仔癀600436.SH,6.396850658,0.864954547,2.177289179,0.53135141,3.198425329,24.55279597,8.07893595,1.585789381
158,通威股份600438.SH,2.955564977,0,0.849086173,0,1.477782488,21.82780356,5.453398474,1.249810213
159,士兰微600460.SH,3.434046147,0.65955011,1.335966895,0.270869181,1.717023074,11.47933435,4.128438302,1.311325882
160,贵州茅台600519.SH,2.224455456,0.033754553,1.015521727,0.033754553,1.112227728,12.82530494,3.490844759,1.335331431
161,山东黄金600547.SH,0.436739789,0,0.223722232,0,0.218369895,2.349256023,0.658089421,1.628841033
162,恒生电子600570.SH,0.079967924,0,0.071903943,0,0.039983962,0.505068279,0.13239093,0.686845192
163,长电科技600584.SH,1.105136306,0,0.582067288,0,0.552568153,4.262451142,1.490165491,0.20051244
164,海螺水泥600585.SH,0.105716286,0,0.098614774,0,0.052858143,0.271772628,0.115499029,0.690552023
165,用友网络600588.SH,0.09528682,0,0.09528682,0,0.04764341,0.367516127,0.128484722,0
166,青岛啤酒600600.SH,0.93857555,0,0.562142565,0,0.469287775,6.010029693,1.56887373,1.243158665
167,绿地控股600606.SH,0.658173479,0,0.431314037,0,0.329086739,4.081012722,1.076770919,0.935185679
168,福耀玻璃600660.SH,0.72602742,0,0.273838763,0,0.36301371,4.215643714,1.143169639,1.368621837
169,川投能源600674.SH,10000,0.117468532,1428.824561,0.117468532,5000,38569.46079,13483.99725,0.002051756
170,海尔智家600690.SH,0.140704439,0,0.113977999,0,0.070352219,0.196656008,0.111473753,0.665397285
171,华域汽车600741.SH,0.455568954,0,0.174277645,0,0.227784477,2.000079082,0.61930314,1.608154607
172,闻泰科技600745.SH,1.061006032,0,0.376073822,0,0.530503016,2.80825995,1.13056271,1.481589255
173,中航沈飞600760.SH,0.113186264,0,0.09625726,0,0.056593132,0.652473265,0.177345374,0.677600883
174,通策医疗600763.SH,1.296862259,0,1.104178907,0,0.648431129,7.490430484,2.034630235,0.677843171
175,国电电力600795.SH,0,0,0,0,0,0,0,-1
